상품명,색깔,카테고리,RGB,패턴재질,모양,계절,평균평점,스타일,종합점수
모린 프릴 쉬폰블라우스,아이보리,블라우스,"254, 255, 239",무지,프릴,여름   ,4.771428571,러블리,-0.55
모린 프릴 쉬폰블라우스,인디핑크,블라우스,"222, 153, 154",무지,프릴,여름   ,4.771428571,러블리,-0.55
모션 셔링원피스,블루,미니원피스,"85, 121, 179",무지,셔링,봄 여름  ,5,러블리,0
모션 셔링원피스,핑크,미니원피스,"255, 191, 202",무지,셔링,봄 여름  ,5,러블리,0
모지 진주버튼 하프가디건,스카이블루,가디건,"168, 202, 229",무지,단추,여름   ,5,러블리,-0.6
모지 진주버튼 하프가디건,아이보리,가디건,"254, 255, 239",무지,단추,여름   ,5,러블리,-0.6
몬트 그레이시 숏데님팬츠,그레이,반바지,"169, 169, 169",데님,반바지,여름   ,4.85,러블리,-0.1
몽테뉴 꽈배기 브이니트,브라운,니트/스웨터,"151, 123, 54",꽈배기,브이넥,겨울   ,4.6,러블리,0
몽테뉴 꽈배기 브이니트,아이보리,니트/스웨터,"254, 255, 239",꽈배기,브이넥,겨울   ,4.6,러블리,0
몽트 꽈배기가디건,그레이,가디건,"169, 169, 169",꽈배기,단추,겨울   ,4.603603604,러블리,0
몽트 꽈배기가디건,베이지,가디건,"215, 177, 112",꽈배기,단추,겨울   ,4.603603604,러블리,0
몽트 꽈배기가디건,핑크,가디건,"255, 191, 202",꽈배기,단추,겨울   ,4.603603604,러블리,0
무리아 퍼프슬리브니트,블랙,니트/스웨터,"0, 0, 0",골지,퍼프,여름   ,4.8,러블리,0
무리아 퍼프슬리브니트,오렌지,니트/스웨터,"227, 166, 54",골지,퍼프,여름   ,4.8,러블리,0
무리아 퍼프슬리브니트,올리브,니트/스웨터,"182, 196, 133",골지,퍼프,여름   ,4.8,러블리,0
무리아 퍼프슬리브니트,퍼플,니트/스웨터,"193, 163, 214",골지,퍼프,여름   ,4.8,러블리,0
뮤즐리 꽈배기집업,그레이,가디건,"169, 169, 169",꽈배기,자켓,겨울   ,5,러블리,0
미포유 랩 셔링블라우스,베이지,블라우스,"217, 205, 173",무지,랩,여름   ,4.785714286,러블리,0
미포유 랩 셔링블라우스,화이트,블라우스,"255, 255, 255",무지,랩,여름   ,4.785714286,러블리,0
민니 핀턱 주름스커트,블랙,미니스커트,"0, 0, 0",무지,핀턱,봄 가을  ,4.60738255,러블리,-0.1
민니 핀턱 주름스커트,아이보리,미니스커트,"254, 255, 239",무지,핀턱,봄 가을  ,4.60738255,러블리,-0.1
민니 핀턱 주름스커트,차콜,미니스커트,"107, 107, 107",무지,핀턱,봄 가을  ,4.60738255,러블리,-0.1
민디 하트귀걸이,골드,귀걸이,84110188,금속,메달형,봄 여름 가을 겨울,5,러블리,0
밀티 골덴스커트(벨트set),다크그레이 ,미니스커트,"54, 54, 54",골덴,H라인,겨울   ,4.833333333,러블리,0
밀티 골덴스커트(벨트set),베이지,미니스커트,"221, 219, 200",골덴,H라인,겨울   ,4.833333333,러블리,0
바엘 레이스 롱원피스,블랙,롱원피스,"0, 0, 0",레이스,단추,봄 가을  ,4.791666667,러블리,0
반크 메리제인슈즈,베이지,단화,"227, 215, 185",무지,플랫,봄 가을  ,4.633333333,러블리,0
반크 메리제인슈즈,브라운,단화,"128, 94, 33",무지,플랫,봄 가을  ,4.633333333,러블리,0
반크 메리제인슈즈,블랙,단화 ,"0, 0, 0",무지,플랫,봄 가을  ,4.633333333,러블리,0
반크 메리제인슈즈,아이보리,단화 ,"254, 255, 239",무지,플랫,봄 가을  ,4.633333333,러블리,0
반크 메리제인슈즈,아이보리 ,단화,"254, 255, 239",무지,플랫,봄 가을  ,4.633333333,러블리,0
발렌 프릴카라 새틴블라우스,블랙,블라우스,"0, 0, 0",무지,프릴,봄 가을  ,4.757575758,러블리,0
발렌 프릴카라 새틴블라우스,아이보리,블라우스,"254, 255, 239",무지,프릴,봄 가을  ,4.757575758,러블리,0
버터링 카라 크롭자켓,버터옐로우,자켓,"231, 214, 166",무지,크롭,봄   ,4.636363636,러블리,0
베스 플라워 프릴블라우스,스카이블루,블라우스,"171, 189, 203",플라워,프릴,   ,4.857142857,러블리,0
베이비 꽈배기 브이가디건,그레이,가디건,"169, 169, 169",꽈배기,브이넥,겨울   ,4.767857143,러블리,0
베이비 꽈배기 브이가디건,브라운,가디건,"157, 135, 75",꽈배기,브이넥,겨울   ,4.767857143,러블리,0
베이비 꽈배기 브이가디건,크림,가디건,"230, 227, 215",꽈배기,브이넥,겨울   ,4.767857143,러블리,0
베이비 꽈배기 브이가디건,핑크,가디건,"255, 191, 202",꽈배기,브이넥,겨울   ,4.767857143,러블리,0
벤제 드롭귀걸이,실버,귀걸이,192192192,금속 ,메달형,봄 여름   ,5,러블리,0
보떼 퍼프 미니원피스,아이보리,미니원피스,"254, 255, 239",앙고라,스퀘어넥,겨울   ,4.689655172,러블리,0
브로트 꽈배기 미니원피스,블랙,미니원피스,"0, 0, 0",꽈배기,브이넥,겨울   ,4.176470588,러블리,0
브로트 꽈배기 미니원피스,핑크,미니원피스,"255, 191, 202",꽈배기,브이넥,겨울   ,4.176470588,러블리,0
브로트 꽈배기 미니원피스,핑크베이지,미니원피스,"223, 169, 168",꽈배기,브이넥,겨울   ,4.176470588,러블리,0
브애 레이스 카라블라우스,블랙,블라우스,"0, 0, 0",벨벳,카라,가을 겨울  ,3.5,러블리,0
블라디 플리츠스커트,그레이,미니스커트,"169, 169, 169",무지,플리츠,가을   ,4.785714286,러블리,0
블라디 플리츠스커트,베이지,미니스커트,"221, 219, 200",무지,플리츠,가을   ,4.785714286,러블리,0
블란쳇 프릴 블라우스,뮤트핑크,블라우스,"218, 183, 183",무지,프릴,봄 여름   ,4.833333333,러블리,0
블레어 뷔스티에 원피스,블랙,미니원피스,"0, 0, 0",무지,뷔스티에,봄 가을 겨울 ,4.666666667,러블리,0
블레어 뷔스티에 원피스,블랙 ,미니원피스,"0, 0, 0",무지,뷔스티에,봄 가을 겨울 ,4.666666667,러블리,0
블레어 뷔스티에 원피스,차콜,미니원피스,"94, 94, 94",무지,뷔스티에,봄 가을 겨울 ,4.666666667,러블리,0
빈츠 트위드 미니스커트,아이보리,미니스커트,"254, 255, 239",트위드,H라인,봄   ,4.739130435,러블리,0
빈츠 트위드 미니스커트,아이보리 ,미니스커트,"254, 255, 239",트위드,H라인,봄   ,4.739130435,러블리,0
세인 오프숄더 단가라티,네이비,티셔츠,"0, 0, 129",스트라이프,오프숄더,여름   ,4.6875,러블리,-1.05
세인 오프숄더 단가라티,아이보리,티셔츠,"254, 255, 239",스트라이프,오프숄더,여름   ,4.6875,러블리,-1.05
수미 체크 롱스커트,민트,롱스커트,"183, 214, 173",체크,주름,봄 여름   ,4.777777778,러블리,-2.29
수미 체크 롱스커트,스카이블루,롱스커트,"149, 197, 218",체크,주름,봄 여름   ,4.777777778,러블리,-2.29
수미 체크 롱스커트,스카이블루 ,롱스커트,"149, 197, 218",체크,주름,봄 여름   ,4.777777778,러블리,-2.29
스위틴 링귀걸이,투명,귀걸이,255255255,금속 ,큐빅,봄 여름  가을  겨울,4.5,러블리,0
스윙미 프릴 크롭티,베이지,티셔츠,"231, 216, 203",무지,프릴,여름   ,4.6,러블리,0
스윙미 프릴 크롭티,블랙,티셔츠,"0, 0, 0",무지,프릴,여름   ,4.6,러블리,0
스윙미 프릴 크롭티,아이보리,티셔츠,"254, 255, 239",무지,프릴,여름   ,4.6,러블리,0
스칼렛 튤립스커트,베이지,미니스커트,84110188,무지,랩,여름   ,4.65625,러블리,0
스칼렛 튤립스커트,베이지 ,미니스커트,"221, 219, 200",무지,랩,여름   ,4.65625,러블리,0
스칼렛 튤립스커트,블랙,미니스커트,192192192,무지,랩,여름   ,4.65625,러블리,0
스칼렛 튤립스커트,핑크,미니스커트,211191171,무지,랩,여름   ,4.65625,러블리,0
스톤 진주 브이가디건,레드,가디건,"194, 16, 11",무지,브이넥,봄 여름  가을  ,4.488888889,러블리,0
스톤 진주 브이가디건,블랙,가디건,"0, 0, 0",무지,브이넥,봄 여름  가을  ,4.488888889,러블리,0
스톤 진주 브이가디건,블루,가디건,"0, 1, 252",무지,브이넥,봄 여름  가을  ,4.488888889,러블리,0
스톤 진주 브이가디건,아이보리,가디건,"254, 255, 239",무지,브이넥,봄 여름  가을  ,4.488888889,러블리,0
시어링 수술 가디건,민트,가디건,"159, 199, 178",털,브이넥,겨울   ,4.638554217,러블리,0
시어링 수술 가디건,베이지,가디건,"215, 177, 112",털,브이넥,겨울   ,4.638554217,러블리,0
시어링 수술 가디건,블랙,가디건,"0, 0, 0",털,브이넥,겨울   ,4.638554217,러블리,0
신디 크롭 골지니트나시,민트,민소매/나시,"183, 216, 177",골지,스퀘어넥,여름   ,4.375,러블리,-1.13
신디 크롭 골지니트나시,블랙,민소매/나시,"0, 0, 0",골지,스퀘어넥,여름   ,4.375,러블리,-1.13
신디 크롭 골지니트나시,스카이블루,민소매/나시,"161, 192, 218",골지,스퀘어넥,여름   ,4.375,러블리,-1.13
신디 크롭 골지니트나시,아이보리,민소매/나시,"254, 255, 239",골지,스퀘어넥,여름   ,4.375,러블리,-1.13
신디 크롭 골지니트나시,옐로우,민소매/나시,"253, 235, 0",골지,스퀘어넥,여름   ,4.375,러블리,-1.13
신디 크롭 골지니트나시,퍼플,민소매/나시,"212, 199, 229",골지,스퀘어넥,여름   ,4.375,러블리,-1.13
아델리 린넨 블라우스,아이보리,블라우스,"254, 255, 239",린넨,셔링,봄 여름   ,5,러블리,0
아롤 린넨 나시&볼레로 가디건set,오트밀,가디건,"226, 225, 219",무지,크롭,여름   ,4.714285714,러블리,-0.68
아멜리 세미크롭 퍼자켓,아이보리,자켓,"236, 236, 236",무지,크롭,겨울   ,4.428571429,러블리,0
아보카도 꽈배기 크롭니트,딥그린,니트/스웨터,"56, 73, 68",꽈배기,크롭,겨울   ,4.564705882,러블리,0
아보카도 꽈배기 크롭니트,브라운,니트/스웨터,"151, 123, 54",꽈배기,크롭,겨울   ,4.564705882,러블리,0
아보카도 꽈배기 크롭니트,블랙,니트/스웨터,"0, 0, 0",꽈배기,크롭,겨울   ,4.564705882,러블리,0
아보카도 꽈배기 크롭니트,크림,니트/스웨터,"243, 229, 196",꽈배기,크롭,겨울   ,4.564705882,러블리,0
아샤 리본플랫슈즈,아이보리,단화,"254, 255, 239",무지,플랫,봄 여름  가을  겨울,5,러블리,0
아세르 플리츠 미니스커트,라이트퍼플,미니스커트,"209, 192, 213",무지,플리츠,봄 여름  가을  ,4.555555556,러블리,0
아세르 플리츠 미니스커트,블랙,미니스커트,"0, 0, 0",무지,플리츠,봄 여름  가을  ,4.555555556,러블리,0
아세르 플리츠 미니스커트,크림,미니스커트,"247, 241, 232",무지,플리츠,봄 여름  가을  ,4.555555556,러블리,0
아이니 트임 미니스커트,블랙,미니스커트,"0, 0, 0",무지,트임,봄 여름  가을  ,4.717391304,러블리,-0.07
아이니 트임 미니스커트,스카이블루,미니스커트,"157, 193, 222",무지,트임,봄 여름  가을  ,4.717391304,러블리,-0.07
아이니 트임 미니스커트,아이보리,미니스커트,"254, 255, 239",무지,트임,봄 여름  가을  ,4.717391304,러블리,-0.07
아이니 트임 미니스커트,아이보리 ,미니스커트,"254, 255, 239",무지,트임,봄 여름  가을  ,4.717391304,러블리,-0.07
아케 플레어 랩원피스,블랙,미니원피스,"0, 0, 0",골지,랩,겨울   ,4.689655172,러블리,0
아케 플레어 랩원피스,퍼플,미니원피스,"204, 166, 208",골지,랩,겨울   ,4.689655172,러블리,0
안젤라 프릴 블라우스,베이지,블라우스,"217, 205, 173",무지,프릴,여름   ,4.791666667,러블리,-0.31
안젤라 프릴 블라우스,브라운,블라우스,"161, 130, 79",무지,프릴,여름   ,4.791666667,러블리,-0.31
안젤라 프릴 블라우스,블랙,블라우스,"0, 0, 0",무지,프릴,여름   ,4.791666667,러블리,-0.31
안젤라 프릴 블라우스,아이보리,블라우스,"254, 255, 239",무지,프릴,여름   ,4.791666667,러블리,-0.31
알로마 네트백,아이보리,크로스백,"254, 255, 239",네트,크로스백,봄 여름   ,4.6,러블리,-0.21
앨리나 프릴 블라우스,아이보리,블라우스,"254, 255, 239",무지,셔링,여름   ,5,러블리,0.02
에라 셔링 롱원피스,아이보리,롱원피스,"254, 255, 239",플라워,셔링,봄 여름   ,4.843137255,러블리,0
에어링 꼬임끈나시,아이보리,민소매/나시,"254, 255, 239",무지,꼬임,여름   ,4.424242424,러블리,0
에어링 꼬임끈나시,핑크,민소매/나시,"231, 191, 192",무지,꼬임,여름   ,4.424242424,러블리,0
에이인 언발 미니스커트,블랙,미니스커트,"0, 0, 0",무지,언발,봄   ,4.771428571,러블리,-0.06
에이인 언발 미니스커트,아이보리,미니스커트,"254, 255, 239",무지,언발,봄   ,4.771428571,러블리,-0.06
에이인 언발 미니스커트,아이보리 ,미니스커트,"254, 255, 239",무지,언발,봄   ,4.771428571,러블리,-0.06
에이프릴 반팔 카라원피스,아이보리,미니원피스,"254, 255, 239",무지,카라,여름   ,4.666666667,러블리,-0.39
에프린 여리핏 골지니트,라벤더,니트/스웨터,"194, 192, 214",골지,라운드넥,봄 가을  ,4.571428571,러블리,0
에프린 여리핏 골지니트,블랙,니트/스웨터,"0, 0, 0",골지,라운드넥,봄 가을  ,4.571428571,러블리,0
에프린 여리핏 골지니트,아이보리,니트/스웨터,"254, 255, 239",골지,라운드넥,봄 가을  ,4.571428571,러블리,0
에프린 여리핏 골지니트,핑크,니트/스웨터,"255, 191, 202",골지,라운드넥,봄 가을  ,4.571428571,러블리,0
엔젤 오프숄더 블라우스,화이트,블라우스,"255, 255, 255",무지,오프숄더,봄 여름 가을 ,4.571428571,러블리,0
"엘로이 카라원피스(미니,롱.ver)",네이비,미니원피스,"0, 0, 129",무지,카라,봄 가을  ,4.21978022,러블리,0
"엘로이 카라원피스(미니,롱.ver)",아이보리,미니원피스,"254, 255, 239",무지,카라,봄 가을  ,4.21978022,러블리,0
엘리나 미니스커트,아이보리,미니스커트,"254, 255, 239",무지,셔링,봄 여름 가을 ,4.454545455,러블리,0
엘프리 셔링 미니스커트,화이트,미니스커트,"255, 255, 255",무지,셔링,봄 여름 가을 ,4.5,러블리,-0.48
오소이 니트베스트,블랙,니트/스웨터,"0, 0, 0",골지,카라,겨울   ,4.423076923,러블리,0
오소이 니트베스트,아이보리,니트/스웨터,"254, 255, 239",골지,카라,겨울   ,4.423076923,러블리,0
옴므 클로버 귀걸이,블랙,귀걸이,"0,0,0",금속,큐빅,봄 여름 가을 겨울,5,러블리,0
옴므 클로버 귀걸이,아이보리,귀걸이,254255239,금속,큐빅,봄 여름 가을 겨울,5,러블리,0
울림 셔링 랩티셔츠,블랙,티셔츠,"0, 0, 0",무지,랩,봄 가을  ,4.52,러블리,0
울림 셔링 랩티셔츠,아이보리,티셔츠,"254, 255, 239",무지,랩,봄 가을  ,4.52,러블리,0
워터 잔도트 미니스커트,블랙,미니스커트,"0, 0, 0",도트,프릴,봄 여름 가을 ,4.5,러블리,0
워터 잔도트 미니스커트,아이보리,미니스커트,"254, 255, 239",도트,프릴,봄 여름 가을 ,4.5,러블리,0
유엔 꽈배기 폴라니트,오렌지,니트/스웨터,"240, 190, 148",꽈배기,폴라,겨울   ,4.833333333,러블리,0
유엔 꽈배기 폴라니트,오트밀,니트/스웨터,"236, 234, 219",꽈배기,폴라,겨울   ,4.833333333,러블리,0
유즈풀 꽈배기 카라니트,브라운,니트/스웨터,"151, 123, 54",꽈배기,카라,겨울   ,4.571428571,러블리,0
이자벨 프릴 슬리브리스(캡내장),블랙,민소매/나시,"0, 0, 0",무지,프릴,봄 여름 가을 ,4,러블리,0
이자벨 프릴 슬리브리스(캡내장),아이보리,민소매/나시,"254, 255, 239",무지,프릴,봄 여름 가을 ,4,러블리,0
제나 퍼프골지니트,블랙,니트/스웨터,"0, 0, 0",골지,스퀘어넥,겨울   ,4.705882353,러블리,0
제나 퍼프골지니트,옐로우,니트/스웨터,"253, 235, 0",골지,스퀘어넥,겨울   ,4.705882353,러블리,0
제나 퍼프골지니트,피치,니트/스웨터,"224, 184, 183",골지,스퀘어넥,겨울   ,4.705882353,러블리,0
제러드 테디베어 캡모자,베이지,모자,"213, 208, 183",프린팅,썬캡,봄 여름 가을 겨울,4.833333333,러블리,0
제레미 여리핏 트레이닝set,그레이,투피스/세트,205206200,무지,셔링,봄 여름 가을 ,4.346153846,러블리,-0.45
제레미 여리핏 트레이닝set,블랙,투피스/세트,"0,0,0",무지,셔링,봄 여름 가을 ,4.346153846,러블리,-0.45
제레미 여리핏 트레이닝set,핑크,투피스/세트,214183180,무지,셔링,봄 여름 가을 ,4.346153846,러블리,-0.45
제리 스트랩 플랫슈즈,아이보리,단화 ,"254, 255, 239",무지,랩,봄 가을  ,4.846153846,러블리,0
젤리 셔링 블라우스,블랙,블라우스,"0, 0, 0",무지,셔링,봄 여름 가을 ,4.8,러블리,0
젤리 셔링 블라우스,스카이블루,블라우스,"171, 189, 203",무지,셔링,봄 여름 가을 ,4.8,러블리,0
젤리 셔링 블라우스,아이보리,블라우스,"254, 255, 239",무지,셔링,봄 여름 가을 ,4.8,러블리,0
주니 라인배색 미니원피스,베이지,미니원피스,"214, 208, 174",배색,브이넥,겨울   ,4.9,러블리,0
주니 라인배색 미니원피스,아이보리,미니원피스,"254, 255, 239",배색,브이넥,겨울   ,4.9,러블리,0
